,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
208,0.05,1,2,9,opinion-timeseries,mod,"[44.         83.31035    90.48276    49.24138    48.75862    25.48276
 25.448277   48.         60.41379    66.793106   30.827587   27.103449
 23.862068   23.827587   20.62069    18.206896   18.137932    4.6551723
  4.0689654   3.7586207   1.4827586  18.48276    30.965517   14.310345
  3.9310346   0.9310345   0.31034482 27.275862   27.241379   41.724136
 50.344826   43.13793    41.931034   53.517242   27.275862   48.58621
 59.827587   58.41379    26.         11.275862    5.         37.275864
 37.13793    46.58621    53.310345   53.62069    53.724136   52.931034
 49.448277   43.75862    51.827587   52.793102   49.724136   47.517242
 49.75862    45.41379    44.96552    44.41379    41.275864   41.24138
 44.827587   47.103447   24.931034   14.275862  ]",-0.22624315547629825,353.74434702652474,0.5316211590317976
209,0.05,1,2,9,opinion-timeseries,rep,"[41.         83.586205   90.82758    51.448277   50.896553   25.413794
 25.37931    50.896553   62.793102   69.793106   31.034483   27.172413
 24.344828   24.241379   21.51724    18.793104   18.793104    4.206897
  3.689655    3.137931    1.3793104  19.068966   30.068966   13.4827585
  2.586207    0.6551724   0.10344828 28.655172   28.62069    43.96552
 51.310345   43.689655   42.         54.13793    26.310345   47.275864
 60.931034   59.         25.103449   11.172414    4.724138   40.172413
 40.         48.344826   55.310345   54.13793    53.103447   52.482758
 48.03448    43.448277   51.827587   52.86207    50.86207    49.206898
 50.689655   46.551723   45.793102   45.344826   41.75862    41.655174
 44.448277   47.24138    25.931034   16.551723  ]",-0.07428855605736491,271.94743447902204,0.4710252541307092
210,0.05,1,3,0,opinion-timeseries,dem,"[72.        72.        72.        38.7       38.666668  38.666668
 38.666668  66.2       66.2       66.13333   62.733334  60.4
 58.133335  58.133335  55.833332  55.833332  55.833332  55.833332
 53.033333  50.166668  25.        25.        34.866665  17.333334
  9.1        5.0333333  3.0666666  3.0666666  3.0666666  3.0666666
  3.0666666  3.0666666  3.0666666  3.0666666  1.8333334 44.
 44.        64.833336  64.833336  64.833336  64.833336  60.266666
 60.2       57.633335  57.633335  66.2       70.73333   73.23333
 75.76667   73.1       73.933334  73.933334  70.7       67.3
 68.13333   68.13333   68.13333   67.933334  67.933334  67.933334
 68.23333   68.63333   68.63333   32.633335 ]",0.1061696043949242,375.30093052544044,0.448421188013616
211,0.05,1,3,0,opinion-timeseries,mod,"[43.        84.13333   90.36667   54.1       54.        28.666666
 28.666666  56.366665  69.566666  76.03333   38.566666  36.766666
 34.933334  34.933334  33.3       31.3       31.3        8.9
  8.533334   8.133333   3.7333333 21.        27.933332  13.766666
  3.0333333  0.8666667  0.2       31.133333  31.133333  46.533333
 54.6       48.633335  48.233334  59.766666  30.566668  54.866665
 67.1       68.2       32.6       15.566667   7.5666666 33.933334
 33.933334  47.466667  52.533333  53.933334  54.        53.4
 51.566666  49.        51.633335  51.7       51.        50.366665
 51.5       49.966667  49.866665  49.766666  48.333332  48.3
 49.466667  50.933334  28.1       15.3      ]",-0.24306217105211284,328.23717113862585,0.4852748033769081
212,0.05,1,3,0,opinion-timeseries,rep,"[46.         84.63333    90.933334   53.266666   53.233334   26.9
 26.866667   55.6        69.73333    76.8        37.166668   35.833332
 34.433334   34.433334   33.2        31.733334   31.733334    8.233334
  7.8333335   7.4666667   4.0333333  19.9        28.7        14.266666
  3.3333333   0.73333335  0.13333334 31.6        31.6        47.4
 55.266666   49.233334   47.2        60.466667   30.166666   55.033333
 67.566666   69.166664   33.4        17.133333    7.9333334  35.433334
 35.4        49.266666   56.166668   56.333332   55.766666   55.133335
 53.         51.466667   54.866665   54.966667   54.466667   54.033333
 54.933334   52.733334   52.633335   52.5        50.766666   50.766666
 51.666668   52.933334   29.566668   17.933332  ]",-0.051828954352974,246.6176237323937,0.41710016911180137
213,0.05,1,3,1,opinion-timeseries,dem,"[74.        74.        74.        41.666668  41.633335  41.633335
 41.633335  69.6       69.6       69.6       66.1       63.433334
 60.2       60.2       57.4       57.4       57.4       57.4
 54.566666  52.066666  27.833334  27.833334  37.9       17.766666
  9.4        6.         3.5666666  3.5666666  3.5666666  3.5666666
  3.5666666  3.5666666  3.5666666  3.5666666  2.4333334 47.666668
 47.666668  70.166664  70.166664  70.166664  70.166664  62.7
 62.633335  59.3       59.3       66.63333   71.5       74.13333
 76.9       73.4       74.3       74.3       70.2       66.9
 67.96667   67.96667   67.96667   67.833336  67.833336  67.833336
 68.4       68.9       68.9       34.833332 ]",0.0822254155569874,366.0155825542776,0.43183690826373616
214,0.05,1,3,1,opinion-timeseries,mod,"[41.         83.833336   91.36667    54.833332   54.7        28.166666
 28.166666   55.933334   70.066666   77.566666   38.9        37.6
 35.566666   35.566666   33.7        31.8        31.766666    9.6
  9.366667    9.1         4.1        20.233334   28.466667   13.066667
  2.9333334   0.8         0.26666668 30.7        30.7        46.933334
 55.566666   49.1        48.133335   60.5        31.066668   54.8
 66.23333    67.4        32.566666   16.5         7.766667   35.866665
 35.866665   48.833332   54.066666   55.333332   55.833332   55.533333
 53.566666   51.6        54.366665   54.433334   53.433334   52.6
 54.066666   52.133335   52.         51.9        49.766666   49.766666
 51.4        52.466667   28.166666   15.6       ]",-0.2161758999768712,323.5214333478836,0.4767709647205491
215,0.05,1,3,1,opinion-timeseries,rep,"[57.         88.9        93.666664   55.933334   55.9        26.466667
 26.466667   55.1        70.         77.         37.366665   36.333332
 35.033333   35.033333   33.566666   31.8        31.8         8.066667
  7.7         7.4666667   3.7        19.733334   27.833334   14.533334
  3.5         0.76666665  0.3        32.433334   32.433334   48.166668
 56.4        49.566666   49.833332   62.733334   30.933332   55.433334
 68.8        68.96667    31.933332   14.          6.233333   34.033333
 34.033333   48.166668   53.633335   54.933334   54.133335   53.466667
 51.866665   50.433334   53.866665   53.866665   53.3        52.8
 53.866665   51.9        51.8        51.7        50.366665   50.366665
 52.         53.         28.866667   17.333334  ]",-0.10749100828389889,250.55907130446914,0.42972984308197315
216,0.05,1,3,2,opinion-timeseries,dem,"[60.        60.        60.        31.366667  31.333334  31.333334
 31.333334  63.966667  63.966667  63.966667  60.7       58.233334
 55.533333  55.533333  53.533333  53.533333  53.533333  53.533333
 50.833332  48.433334  25.166666  25.166666  34.533333  16.533333
  8.666667   4.5666666  2.5666666  2.5666666  2.5666666  2.5666666
  2.5666666  2.5666666  2.5666666  2.5666666  1.5666667 44.1
 44.1       66.96667   66.96667   66.96667   66.96667   62.666668
 62.633335  59.733334  59.733334  67.76667   71.7       74.23333
 76.76667   73.36667   74.166664  74.166664  70.9       67.13333
 68.13333   68.13333   68.13333   68.03333   68.03333   68.03333
 68.3       68.7       68.7       33.133335 ]",0.22341925190301576,379.9021348705556,0.45976009346334634
217,0.05,1,3,2,opinion-timeseries,mod,"[44.        82.76667   90.1       53.166668  53.133335  26.066668
 26.066668  54.966667  69.46667   76.63333   38.5       36.9
 34.8       34.766666  33.1       31.266666  31.266666   8.5
  8.033334   7.633333   3.6333334 18.866667  26.933332  13.2
  3.4666667  0.6333333  0.        30.8       30.8       47.
 55.966667  48.7       49.533333  61.166668  30.766666  54.1
 65.066666  65.96667   31.133333  14.7        6.3       33.366665
 33.366665  47.166668  51.933334  53.266666  53.633335  53.6
 52.2       50.133335  53.133335  53.233334  52.133335  51.133335
 52.1       49.9       49.866665  49.8       48.3       48.3
 50.        51.166668  27.3       15.266666 ]",-0.22264721585127084,329.7320625425142,0.4882594869769395
218,0.05,1,3,2,opinion-timeseries,rep,"[46.         81.73333    87.96667    53.5        53.466667   26.1
 26.1        53.766666   68.86667    76.36667    36.6        34.933334
 33.733334   33.733334   32.333332   30.866667   30.833334    8.4
  8.066667    7.733333    4.         19.266666   27.333334   14.066667
  4.          0.96666664  0.46666667 32.3        32.3        48.2
 56.633335   49.9        49.233334   60.766666   29.766666   55.266666
 66.666664   67.066666   30.333334   13.9         7.4333334  33.5
 33.5        47.833332   52.966667   53.933334   53.633335   53.466667
 51.8        49.9        53.033333   53.3        52.733334   51.866665
 52.866665   50.966667   50.866665   50.833332   49.266666   49.266666
 50.533333   51.733334   29.066668   17.033333  ]",-0.05875582233375661,249.84487689227691,0.4248798245707804
219,0.05,1,3,3,opinion-timeseries,dem,"[68.        68.        68.        35.766666  35.766666  35.766666
 35.766666  66.5       66.5       66.46667   62.766666  60.033333
 57.466667  57.466667  54.9       54.9       54.9       54.9
 52.333332  49.6       25.566668  25.566668  35.266666  17.933332
  8.966666   4.8        2.8666666  2.8666666  2.8666666  2.8666666
  2.8666666  2.8666666  2.8666666  2.8666666  1.7333333 46.666668
 46.666668  68.066666  68.066666  68.066666  68.066666  62.833332
 62.833332  60.066666  60.066666  68.5       72.96667   75.566666
 78.        75.1       76.166664  76.166664  72.933334  69.46667
 70.4       70.4       70.4       70.2       70.2       70.2
 70.833336  71.13333   71.13333   36.233334 ]",0.17427825893564355,371.03081199729957,0.4383436318367172
220,0.05,1,3,3,opinion-timeseries,mod,"[4.1000000e+01 8.3733330e+01 9.0599998e+01 5.5066666e+01 5.4900002e+01
 2.7766666e+01 2.7766666e+01 5.5633335e+01 6.9533333e+01 7.6699997e+01
 3.9299999e+01 3.7433334e+01 3.5700001e+01 3.5700001e+01 3.4000000e+01
 3.2933334e+01 3.2933334e+01 9.0000000e+00 8.6000004e+00 7.9333334e+00
 3.7000000e+00 2.0833334e+01 2.8866667e+01 1.4333333e+01 3.1333334e+00
 6.3333333e-01 6.6666670e-02 3.0666666e+01 3.0666666e+01 4.7266666e+01
 5.5799999e+01 4.9366665e+01 4.9400002e+01 6.0799999e+01 3.1566668e+01
 5.5233334e+01 6.7000000e+01 6.7099998e+01 3.2633335e+01 1.5233334e+01
 6.9333334e+00 3.3166668e+01 3.3133335e+01 4.6799999e+01 5.1833332e+01
 5.3400002e+01 5.3599998e+01 5.4166668e+01 5.2666668e+01 5.0433334e+01
 5.3266666e+01 5.3366665e+01 5.2799999e+01 5.2033333e+01 5.3299999e+01
 5.1733334e+01 5.1666668e+01 5.1566666e+01 4.9733334e+01 4.9700001e+01
 5.0566666e+01 5.1566666e+01 2.7266666e+01 1.5700000e+01]",-0.22122878166155072,325.72365506774366,0.4805719107241773
221,0.05,1,3,3,opinion-timeseries,rep,"[45.         84.066666   91.46667    54.1        54.1        26.7
 26.7        53.8        68.933334   76.1        36.533333   35.2
 33.533333   33.533333   32.166668   30.3        30.3         7.266667
  7.1         6.733333    3.4        19.533333   27.8        13.533334
  2.9333334   0.8333333   0.26666668 32.633335   32.633335   48.6
 56.9        50.066666   47.6        60.433334   30.566668   54.833332
 67.833336   68.53333    32.133335   15.366667    7.3        34.866665
 34.866665   48.966667   54.333332   55.733334   55.266666   54.8
 53.033333   51.566666   54.566666   54.633335   53.933334   53.4
 54.633335   52.9        52.866665   52.833332   51.233334   51.233334
 52.466667   53.533333   29.7        18.1       ]",-0.04452568892212133,248.63410805646777,0.41988222682790344
222,0.05,1,3,4,opinion-timeseries,dem,"[54.        54.        54.        25.37931   25.344828  25.344828
 25.344828  60.103447  60.103447  60.103447  57.58621   55.275864
 52.86207   52.86207   50.24138   50.24138   50.24138   50.24138
 48.068966  45.86207   24.448277  24.448277  35.37931   17.172413
  8.75862    4.413793   2.3793104  2.3793104  2.3793104  2.3793104
  2.3793104  2.3793104  2.3793104  2.3793104  1.0344827 44.86207
 44.86207   66.51724   66.51724   66.51724   66.51724   61.482758
 61.41379   58.58621   58.58621   66.        70.44827   73.13793
 75.62069   72.        73.27586   73.24138   70.86207   67.68965
 68.62069   68.62069   68.62069   68.344826  68.344826  68.344826
 68.965515  69.17242   69.17242   34.206898 ]",0.2988398747822037,387.1101102080424,0.4784137107402118
223,0.05,1,3,4,opinion-timeseries,mod,"[4.4000000e+01 8.3275864e+01 9.0206894e+01 5.2379311e+01 5.2275864e+01
 2.6482759e+01 2.6482759e+01 5.7000000e+01 7.0448273e+01 7.7275864e+01
 3.7206898e+01 3.5448277e+01 3.3482758e+01 3.3482758e+01 3.2172413e+01
 3.0793104e+01 3.0793104e+01 8.1034479e+00 7.6896553e+00 7.4137931e+00
 3.2068965e+00 1.9413794e+01 2.8206896e+01 1.3275862e+01 2.9310346e+00
 5.8620691e-01 3.4482758e-02 3.0137932e+01 3.0137932e+01 4.5896553e+01
 5.5551723e+01 4.8724136e+01 4.7758621e+01 6.0655174e+01 3.0344828e+01
 5.2896553e+01 6.5068962e+01 6.5862068e+01 3.2758621e+01 1.6137932e+01
 7.6206899e+00 3.5034481e+01 3.5034481e+01 4.7517242e+01 5.2551723e+01
 5.3896553e+01 5.3931034e+01 5.3793102e+01 5.1793102e+01 4.9344826e+01
 5.3068966e+01 5.3137932e+01 5.2413792e+01 5.1896553e+01 5.2931034e+01
 5.1448277e+01 5.1275864e+01 5.1206898e+01 4.9827587e+01 4.9827587e+01
 5.1206898e+01 5.2448277e+01 2.7862068e+01 1.5655172e+01]",-0.22138494792605384,328.9989456974781,0.4871948569866477
224,0.05,1,3,4,opinion-timeseries,rep,"[53.         87.10345    93.62069    55.41379    55.41379    28.137932
 28.137932   54.86207    70.68965    78.13793    37.86207    36.13793
 34.793102   34.793102   33.344826   32.03448    32.03448     7.413793
  7.172414    6.7586207   3.724138   20.689655   28.413794   13.965517
  3.4482758   0.62068963  0.1724138  31.896551   31.896551   47.482758
 54.551723   48.86207    48.103447   60.827587   30.586206   53.482758
 66.655174   67.206894   31.51724    15.137931    7.137931   33.172413
 33.172413   47.206898   53.517242   54.517242   53.827587   53.62069
 51.58621    49.827587   52.793102   52.931034   52.655174   52.344826
 53.655174   51.86207    51.75862    51.689655   50.172413   50.172413
 51.41379    52.448277   28.310345   16.344828  ]",-0.11119127589946891,251.4321126036101,0.4305807800739539
225,0.05,1,3,5,opinion-timeseries,dem,"[76.        76.        76.        43.133335  43.        43.
 43.        70.13333   70.13333   70.13333   67.63333   64.76667
 61.9       61.9       59.266666  59.266666  59.266666  59.266666
 57.233334  54.8       29.166666  29.166666  40.4       19.533333
 10.7        6.6666665  4.233333   4.233333   4.233333   4.233333
  4.233333   4.233333   4.233333   4.233333   2.8666666 46.466667
 46.466667  67.86667   67.86667   67.86667   67.86667   62.866665
 62.833332  60.166668  60.166668  68.        71.9       73.933334
 76.6       72.933334  73.666664  73.63333   70.333336  66.7
 67.96667   67.96667   67.96667   67.73333   67.73333   67.73333
 68.46667   69.066666  69.066666  34.3      ]",0.05553873704005473,362.13331404040963,0.42739406742211633
226,0.05,1,3,5,opinion-timeseries,mod,"[37.         81.933334   89.23333    55.933334   55.733334   27.2
 27.2        55.7        69.933334   76.86667    40.066666   38.533333
 37.166668   37.166668   35.6        33.933334   33.933334    9.1
  8.7         8.4         3.7333333  19.         26.833334   12.433333
  2.3666666   0.5         0.13333334 31.133333   31.133333   48.1
 56.433334   49.633335   48.133335   60.066666   30.966667   56.5
 66.9        67.2        32.733334   15.266666    7.766667   35.533333
 35.5        48.466667   52.966667   54.2        54.2        53.566666
 51.633335   49.766666   53.433334   53.6        52.933334   52.1
 53.233334   51.366665   51.333332   51.166668   49.633335   49.633335
 50.9        52.2        28.933332   17.3       ]",-0.2108798352728723,324.1743741124788,0.4780682195586919
227,0.05,1,3,5,opinion-timeseries,rep,"[50.         84.4        90.63333    54.466667   54.433334   26.333334
 26.333334   55.266666   70.066666   77.23333    36.8        35.2
 34.066666   34.066666   32.3        31.         31.          7.133333
  6.8         6.5333333   3.1333334  19.733334   27.6        13.766666
  3.4666667   0.73333335  0.2        32.233334   32.233334   48.833332
 57.2        51.066666   47.666668   60.966667   31.033333   56.166668
 67.36667    67.7        32.666668   14.666667    6.766667   34.866665
 34.866665   48.9        54.533333   55.566666   55.366665   54.666668
 53.2        51.366665   54.333332   54.533333   54.         53.3
 54.833332   53.166668   53.066666   53.066666   51.766666   51.766666
 52.766666   53.766666   29.6        18.033333  ]",-0.056054712961181856,248.52133034682478,0.4208794982309983
228,0.05,1,3,6,opinion-timeseries,dem,"[64.        64.        64.        34.6       34.5       34.5
 34.5       65.433334  65.433334  65.4       62.2       59.833332
 57.166668  57.166668  54.866665  54.866665  54.866665  54.866665
 52.        50.1       25.633333  25.633333  36.033333  18.366667
  9.233334   5.133333   2.9        2.9        2.9        2.9
  2.9        2.9        2.9        2.9        1.7333333 44.833332
 44.833332  66.96667   66.96667   66.96667   66.96667   61.9
 61.9       59.2       59.2       67.26667   71.2       73.666664
 76.        73.333336  74.13333   74.13333   71.1       67.6
 68.46667   68.46667   68.46667   68.3       68.3       68.3
 68.86667   69.166664  69.166664  34.3      ]",0.18230638611663225,375.0958081310993,0.44907356102514895
